YEAR,LOCATION,"REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","PRODUCTION in TONS","YIELD in TONS / ACRE","PRODUCTION in $"
1995,MONTANA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"820,000","1,345,000",1.6," "
1995,NEBRASKA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,800,000","2,340,000",1.3,"108,810,000"
1995,NEBRASKA,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,150,000","7,200,000",2.29,"407,700,000"
1995,NEBRASKA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,350,000","4,860,000",3.6,"298,890,000"
1995,NEBRASKA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"355,000","1,597,500",4.5," "
1995,NEBRASKA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"995,000","3,262,500",3.28," "
1995,NEVADA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","230,000","391,000",1.7,"34,017,000"
1995,NEVADA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","250,000","1,125,000",4.5,"109,125,000"
1995,NEVADA,YEAR,HAY,"ALL PRODUCTION PRACTICES","480,000","1,516,000",3.16,"143,142,000"
1995,"NEW HAMPSHIRE",YEAR,HAY,"ALL PRODUCTION PRACTICES","68,000","137,000",2.01,"15,060,000"
1995,"NEW HAMPSHIRE",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","13,000","27,000",2.1,"3,510,000"
1995,"NEW HAMPSHIRE",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","55,000","110,000",2,"11,550,000"
1995,"NEW JERSEY",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","100,000","180,000",1.8,"19,260,000"
1995,"NEW JERSEY",YEAR,HAY,"ALL PRODUCTION PRACTICES","130,000","285,000",2.19,"33,855,000"
1995,"NEW JERSEY",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","30,000","105,000",3.5,"14,595,000"
1995,"NEW MEXICO",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","100,000","190,000",1.9,"17,575,000"
1995,"NEW MEXICO",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","245,000","1,250,000",5.1,"145,000,000"
1995,"NEW MEXICO",YEAR,HAY,"ALL PRODUCTION PRACTICES","345,000","1,440,000",4.17,"162,575,000"
1995,"NEW YORK",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","650,000","1,690,000",2.6,"158,860,000"
1995,"NEW YORK",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","950,000","1,758,000",1.85,"126,576,000"
1995,"NEW YORK",YEAR,HAY,"ALL PRODUCTION PRACTICES","1,600,000","3,448,000",2.16,"285,436,000"
1995,"NORTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","560,000","1,344,000",2.4,"94,080,000"
1995,"NORTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","580,000","1,406,000",2.42,"101,210,000"
1995,"NORTH CAROLINA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","20,000","62,000",3.1,"7,130,000"
1995,"NORTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,400,000","3,080,000",2.2,"144,760,000"
1995,"NORTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","2,700,000","5,095,000",1.89,"209,240,000"
1995,"NORTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,300,000","2,015,000",1.55,"64,480,000"
1995,OHIO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,250,000","4,035,000",3.23,"330,940,000"
1995,OHIO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","550,000","1,375,000",2.5,"74,250,000"
1995,OHIO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","700,000","2,660,000",3.8,"256,690,000"
1995,OKLAHOMA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,820,000","2,730,000",1.5,"152,880,000"
1995,OKLAHOMA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,170,000","4,060,000",1.87,"267,260,000"
1995,OKLAHOMA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","350,000","1,330,000",3.8,"114,380,000"
1995,OREGON,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","650,000","1,365,000",2.1,"102,375,000"
1995,OREGON,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,100,000","3,300,000",3,"303,615,000"
1995,OREGON,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","450,000","1,935,000",4.3,"201,240,000"
1995,PENNSYLVANIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,910,000","4,409,000",2.31,"431,085,000"
1995,PENNSYLVANIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","780,000","2,262,000",2.9,"244,296,000"
1995,PENNSYLVANIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,130,000","2,147,000",1.9,"186,789,000"
1995,"RHODE ISLAND",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,000","4,000",2,"580,000"
1995,"RHODE ISLAND",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","5,000","10,000",2,"1,220,000"
1995,"RHODE ISLAND",YEAR,HAY,"ALL PRODUCTION PRACTICES","7,000","14,000",2,"1,800,000"
1995,"SOUTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","300,000","720,000",2.4,"46,080,000"
1995,"SOUTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","300,000","720,000",2.4,"46,080,000"
1995,"SOUTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,600,000","6,500,000",2.5,"390,000,000"
1995,"SOUTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,700,000","2,550,000",1.5,"117,300,000"
1995,"SOUTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","4,300,000","9,050,000",2.1,"507,300,000"
1995,TENNESSEE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","50,000","180,000",3.6,"15,480,000"
1995,TENNESSEE,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,750,000","3,920,000",2.24,"172,560,000"
1995,TENNESSEE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,700,000","3,740,000",2.2,"157,080,000"
1995,TEXAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,760,000","8,136,000",2.16,"517,212,000"
1995,TEXAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","3,600,000","7,560,000",2.1,"449,820,000"
1995,TEXAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","160,000","576,000",3.6,"67,392,000"
1995,UTAH,YEAR,HAY,"ALL PRODUCTION PRACTICES","695,000","2,644,000",3.8,"169,554,000"
1995,UTAH,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","545,000","2,344,000",4.3,"154,704,000"
1995,UTAH,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","150,000","300,000",2,"14,850,000"
1995,VERMONT,YEAR,HAY,"ALL PRODUCTION PRACTICES","300,000","559,000",1.86,"47,443,000"
1995,VERMONT,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","205,000","359,000",1.75,"27,643,000"
1995,VERMONT,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","95,000","200,000",2.1,"19,800,000"
1995,VIRGINIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,240,000","2,538,000",2.05,"218,055,000"
1995,VIRGINIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,110,000","2,109,000",1.9,"168,720,000"
1995,VIRGINIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","130,000","429,000",3.3,"49,335,000"
1995,WASHINGTON,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","260,000","728,000",2.8,"91,728,000"
1995,WASHINGTON,YEAR,HAY,"ALL PRODUCTION PRACTICES","760,000","3,278,000",4.31,"328,878,000"
1995,WASHINGTON,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","500,000","2,550,000",5.1,"237,150,000"
1995,"WEST VIRGINIA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","40,000","120,000",3,"10,860,000"
1995,"WEST VIRGINIA",YEAR,HAY,"ALL PRODUCTION PRACTICES","560,000","1,056,000",1.89,"67,488,000"
1995,"WEST VIRGINIA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","520,000","936,000",1.8,"56,628,000"
1995,WISCONSIN,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","400,000","840,000",2.1,"43,260,000"
1995,WISCONSIN,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,700,000","6,820,000",2.53,"414,020,000"
1995,WISCONSIN,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,300,000","5,980,000",2.6,"370,760,000"
1995,WYOMING,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,300,000","2,718,000",2.09,"189,756,000"
1995,WYOMING,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","640,000","1,728,000",2.7,"124,416,000"
1995,WYOMING,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","660,000","990,000",1.5,"65,340,000"
1995,WYOMING,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"430,000","1,384,000",3.2," "
1995,WYOMING,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"520,000","822,000",1.6," "
1995,WYOMING,YEAR,"HAY IRRIGATED",IRRIGATED,"950,000","2,206,000",2.3," "
1995,WYOMING,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"350,000","512,000",1.5," "
1995,WYOMING,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"210,000","344,000",1.6," "
1995,WYOMING,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"140,000","168,000",1.2," "
1994,ALABAMA,YEAR,HAY,"ALL PRODUCTION PRACTICES","730,000","1,971,000",2.7,"92,637,000"
1994,ALABAMA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","730,000","1,971,000",2.7,"92,637,000"
1994,ALASKA,YEAR,HAY,"ALL PRODUCTION PRACTICES","18,300","20,900",1.14," "
1994,ALASKA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","18,300","20,900",1.14," "
1994,ARIZONA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","160,000","1,200,000",7.5,"123,600,000"
1994,ARIZONA,YEAR,HAY,"ALL PRODUCTION PRACTICES","195,000","1,326,000",6.8,"133,554,000"
1994,ARIZONA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","35,000","126,000",3.6,"9,954,000"
1994,ARKANSAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,100,000","2,420,000",2.2,"125,840,000"
1994,ARKANSAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,125,000","2,505,000",2.23,"135,700,000"
1994,ARKANSAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","25,000","85,000",3.4,"9,860,000"
1994,CALIFORNIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","520,000","1,560,000",3,"108,420,000"
1994,CALIFORNIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","950,000","6,650,000",7,"744,800,000"
1994,CALIFORNIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,470,000","8,210,000",5.59,"853,220,000"
1994,COLORADO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,330,000","4,060,000",3.05,"368,284,000"
1994,COLORADO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","840,000","3,276,000",3.9,"298,116,000"
1994,COLORADO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","490,000","784,000",1.6,"70,168,000"
1994,COLORADO,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"756,000","3,153,000",4.15," "
1994,COLORADO,YEAR,"HAY IRRIGATED",IRRIGATED,"1,121,000","3,777,000",3.35," "
1994,COLORADO,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"365,000","624,000",1.7," "
1994,COLORADO,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"125,000","160,000",1.3," "
1994,COLORADO,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"209,000","283,000",1.35," "
1994,COLORADO,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"84,000","123,000",1.45," "
1994,CONNECTICUT,YEAR,HAY,"ALL PRODUCTION PRACTICES","83,000","191,000",2.3,"23,002,000"
1994,CONNECTICUT,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","24,000","70,000",2.9,"9,450,000"
1994,CONNECTICUT,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","59,000","121,000",2.05,"13,552,000"
1994,DELAWARE,YEAR,HAY,"ALL PRODUCTION PRACTICES","15,000","61,000",4.07,"6,283,000"
1994,DELAWARE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","10,000","35,000",3.5,"3,605,000"
1994,DELAWARE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","5,000","26,000",5.2,"2,678,000"
1994,FLORIDA,YEAR,HAY,"ALL PRODUCTION PRACTICES","240,000","744,000",3.1,"70,680,000"
1994,FLORIDA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","240,000","744,000",3.1,"70,680,000"
1994,GEORGIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","650,000","1,950,000",3,"118,950,000"
1994,GEORGIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","650,000","1,950,000",3,"118,950,000"
1994,IDAHO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","230,000","460,000",2,"31,510,000"
1994,IDAHO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,250,000","4,438,000",3.55,"367,651,000"
1994,IDAHO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,020,000","3,978,000",3.9,"336,141,000"
1994,IDAHO,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"820,000","3,724,000",4.54," "
1994,IDAHO,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"200,000","254,000",1.27," "
1994,ILLINOIS,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,050,000","3,000,000",2.86,"240,600,000"
1994,ILLINOIS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","600,000","2,100,000",3.5,"181,650,000"
1994,ILLINOIS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","450,000","900,000",2,"58,950,000"
1994,INDIANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","300,000","780,000",2.6,"52,650,000"
1994,INDIANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","650,000","2,110,000",3.25,"172,350,000"
1994,INDIANA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","350,000","1,330,000",3.8,"119,700,000"
1994,IOWA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,750,000","5,775,000",3.3,"444,225,000"
1994,IOWA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,250,000","4,625,000",3.7,"379,250,000"
1994,IOWA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","500,000","1,150,000",2.3,"64,975,000"
1994,KANSAS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","800,000","3,120,000",3.9,"237,120,000"
1994,KANSAS,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,450,000","5,925,000",2.42,"395,603,000"
1994,KANSAS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,650,000","2,805,000",1.7,"158,483,000"
1994,KENTUCKY,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,250,000","5,400,000",2.4,"415,890,000"
1994,KENTUCKY,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,950,000","4,290,000",2.2,"296,010,000"
1994,KENTUCKY,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","300,000","1,110,000",3.7,"119,880,000"
1994,LOUISIANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","290,000","812,000",2.8,"39,788,000"
1994,LOUISIANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","290,000","812,000",2.8,"39,788,000"
1994,MAINE,YEAR,HAY,"ALL PRODUCTION PRACTICES","214,000","405,000",1.89,"37,290,000"
1994,MAINE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","200,000","370,000",1.85,"33,300,000"
1994,MAINE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","14,000","35,000",2.5,"3,990,000"
1994,MARYLAND,YEAR,HAY,"ALL PRODUCTION PRACTICES","200,000","668,000",3.34,"68,804,000"
1994,MARYLAND,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","140,000","392,000",2.8,"40,376,000"
1994,MARYLAND,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","60,000","276,000",4.6,"28,428,000"
1994,MASSACHUSETTS,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","24,000","65,000",2.7,"8,840,000"
1994,MASSACHUSETTS,YEAR,HAY,"ALL PRODUCTION PRACTICES","106,000","213,000",2.01,"25,120,000"
1994,MASSACHUSETTS,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","82,000","148,000",1.8,"16,280,000"
1994,MICHIGAN,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","350,000","770,000",2.2,"47,740,000"
1994,MICHIGAN,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,050,000","4,095,000",3.9,"292,793,000"
1994,MICHIGAN,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,400,000","4,865,000",3.48,"340,533,000"
1994,MINNESOTA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,300,000","7,530,000",3.27,"532,030,000"
1994,MINNESOTA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,600,000","5,920,000",3.7,"449,920,000"
1994,MINNESOTA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","700,000","1,610,000",2.3,"82,110,000"
1994,MISSISSIPPI,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","750,000","1,875,000",2.5,"97,500,000"
1994,MISSISSIPPI,YEAR,HAY,"ALL PRODUCTION PRACTICES","750,000","1,875,000",2.5,"97,500,000"
1994,MISSOURI,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","450,000","1,260,000",2.8,"122,220,000"
1994,MISSOURI,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,450,000","6,960,000",2.02,"455,670,000"
1994,MISSOURI,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","3,000,000","5,700,000",1.9,"333,450,000"
1994,MONTANA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,550,000","3,565,000",2.3,"254,898,000"
1994,MONTANA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,200,000","4,540,000",2.06,"315,836,000"
1994,MONTANA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","650,000","975,000",1.5,"60,938,000"
1994,MONTANA,YEAR,"HAY (EXCL ALFALFA) IRRIGATED",IRRIGATED,"310,000","585,000",1.9," "
1994,MONTANA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"780,000","2,500,000",3.2," "
1994,MONTANA,YEAR,"HAY IRRIGATED",IRRIGATED,"1,090,000","3,085,000",2.83," "
1994,MONTANA,YEAR,"HAY (EXCL ALFALFA) NON-IRRIGATED",NON-IRRIGATED,"340,000","390,000",1.1," "
1994,MONTANA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"770,000","1,065,000",1.4," "
1994,MONTANA,YEAR,"HAY NON-IRRIGATED",NON-IRRIGATED,"1,110,000","1,455,000",1.31," "
1994,NEBRASKA,YEAR,HAY,"ALL PRODUCTION PRACTICES","3,300,000","7,415,000",2.25,"391,490,000"
1994,NEBRASKA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,900,000","2,375,000",1.25,"109,250,000"
1994,NEBRASKA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,400,000","5,040,000",3.6,"282,240,000"
1994,NEBRASKA,YEAR,"HAY ALFALFA IRRIGATED",IRRIGATED,"350,000","1,610,000",4.6," "
1994,NEBRASKA,YEAR,"HAY ALFALFA NON-IRRIGATED",NON-IRRIGATED,"1,050,000","3,430,000",3.27," "
1994,NEVADA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","230,000","368,000",1.6,"31,648,000"
1994,NEVADA,YEAR,HAY,"ALL PRODUCTION PRACTICES","470,000","1,400,000",2.98,"131,236,000"
1994,NEVADA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","240,000","1,032,000",4.3,"99,588,000"
1994,"NEW HAMPSHIRE",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","19,000","40,000",2.1,"5,120,000"
1994,"NEW HAMPSHIRE",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","60,000","123,000",2.05,"12,915,000"
1994,"NEW HAMPSHIRE",YEAR,HAY,"ALL PRODUCTION PRACTICES","79,000","163,000",2.06,"18,035,000"
1994,"NEW JERSEY",YEAR,HAY,"ALL PRODUCTION PRACTICES","120,000","273,000",2.28,"29,640,000"
1994,"NEW JERSEY",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","90,000","162,000",1.8,"15,876,000"
1994,"NEW JERSEY",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","30,000","111,000",3.7,"13,764,000"
1994,"NEW MEXICO",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","250,000","1,300,000",5.2,"159,900,000"
1994,"NEW MEXICO",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","70,000","147,000",2.1,"13,671,000"
1994,"NEW MEXICO",YEAR,HAY,"ALL PRODUCTION PRACTICES","320,000","1,447,000",4.52,"173,571,000"
1994,"NEW YORK",YEAR,HAY,"ALL PRODUCTION PRACTICES","1,660,000","3,961,000",2.39,"329,997,000"
1994,"NEW YORK",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,040,000","2,132,000",2.05,"159,900,000"
1994,"NEW YORK",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","620,000","1,829,000",3,"170,097,000"
1994,"NORTH CAROLINA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","20,000","60,000",2.95,"6,720,000"
1994,"NORTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","530,000","1,219,000",2.3,"96,301,000"
1994,"NORTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","550,000","1,279,000",2.33,"103,021,000"
1994,"NORTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,350,000","1,755,000",1.3,"59,670,000"
1994,"NORTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","1,450,000","2,755,000",1.9,"147,393,000"
1994,"NORTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","2,800,000","4,510,000",1.61,"207,063,000"
1994,OHIO,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,280,000","4,384,000",3.43,"382,590,000"
1994,OHIO,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","620,000","1,612,000",2.6,"94,302,000"
1994,OHIO,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","660,000","2,772,000",4.2,"288,288,000"
1994,OKLAHOMA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","340,000","1,190,000",3.5,"113,645,000"
1994,OKLAHOMA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,880,000","3,008,000",1.6,"159,424,000"
1994,OKLAHOMA,YEAR,HAY,"ALL PRODUCTION PRACTICES","2,220,000","4,198,000",1.89,"273,069,000"
1994,OREGON,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,010,000","2,840,000",2.81,"255,480,000"
1994,OREGON,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","410,000","1,640,000",4,"167,280,000"
1994,OREGON,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","600,000","1,200,000",2,"88,200,000"
1994,PENNSYLVANIA,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","800,000","2,400,000",3,"268,800,000"
1994,PENNSYLVANIA,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,120,000","2,128,000",1.9,"192,584,000"
1994,PENNSYLVANIA,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,920,000","4,528,000",2.36,"461,384,000"
1994,"RHODE ISLAND",YEAR,HAY,"ALL PRODUCTION PRACTICES","8,000","18,000",2.25,"2,231,000"
1994,"RHODE ISLAND",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,000","5,000",2.5,"710,000"
1994,"RHODE ISLAND",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","6,000","13,000",2.15,"1,521,000"
1994,"SOUTH CAROLINA",YEAR,HAY,"ALL PRODUCTION PRACTICES","250,000","650,000",2.6,"51,350,000"
1994,"SOUTH CAROLINA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","250,000","650,000",2.6,"51,350,000"
1994,"SOUTH DAKOTA",YEAR,HAY,"ALL PRODUCTION PRACTICES","4,100,000","7,330,000",1.79,"414,940,000"
1994,"SOUTH DAKOTA",YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,600,000","2,080,000",1.3,"89,440,000"
1994,"SOUTH DAKOTA",YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","2,500,000","5,250,000",2.1,"325,500,000"
1994,TENNESSEE,YEAR,HAY,"ALL PRODUCTION PRACTICES","1,700,000","3,795,000",2.23,"193,793,000"
1994,TENNESSEE,YEAR,"HAY (EXCL ALFALFA)","ALL PRODUCTION PRACTICES","1,650,000","3,630,000",2.2,"177,870,000"
1994,TENNESSEE,YEAR,"HAY ALFALFA","ALL PRODUCTION PRACTICES","50,000","165,000",3.3,"15,923,000"
