YEAR,name,REFERENCE PERIOD,COMMODITY,PRODN PRACTICE,AREA HARVESTED in ACRES,tons-produced,dollars,price-per-ton,yield-tons-per-acre
2012,Alabama,YEAR,HAY,ALL PRODUCTION PRACTICES,"860,000",2236000,194532000,87,2.6
2012,Alaska,YEAR,HAY,ALL PRODUCTION PRACTICES,"22,000",27000,8505000,315,1.23
2012,Arizona,YEAR,HAY,ALL PRODUCTION PRACTICES,"295,000",2316000,513168000,221,7.85
2012,Arkansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,450,000",1748000,232416000,132,1.21
2012,California,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,550,000",8715000,1782705000,204,5.62
2012,Colorado,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,460,000",3761000,862957000,229,2.58
2012,Connecticut,YEAR,HAY,ALL PRODUCTION PRACTICES,"58,000",118000,27917000,236,2.03
2012,Delaware,YEAR,HAY,ALL PRODUCTION PRACTICES,"16,000",42000,10032000,238,2.63
2012,Florida,YEAR,HAY,ALL PRODUCTION PRACTICES,"320,000",736000,122912000,167,2.3
2012,Georgia,YEAR,HAY,ALL PRODUCTION PRACTICES,"580,000",1450000,85550000,59,2.5
2012,Idaho,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,340,000",4760000,880320000,184,3.55
2012,Illinois,YEAR,HAY,ALL PRODUCTION PRACTICES,"580,000",1490000,223840000,150,2.57
2012,Indiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"630,000",1477000,307335000,208,2.34
2012,Iowa,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,140,000",2814000,519638000,184,2.47
2012,Kansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,750,000",4340000,707840000,163,1.58
2012,Kentucky,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,380,000",4922000,478624000,97,2.07
2012,Louisiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"460,000",1242000,149040000,120,2.7
2012,Maine,YEAR,HAY,ALL PRODUCTION PRACTICES,"130,000",206000,37738000,183,1.58
2012,Maryland,YEAR,HAY,ALL PRODUCTION PRACTICES,"205,000",514000,120167000,233,2.51
2012,Massachusetts,YEAR,HAY,ALL PRODUCTION PRACTICES,"69,000",142000,31028000,218,2.06
2012,Michigan,YEAR,HAY,ALL PRODUCTION PRACTICES,"970,000",1851000,297045000,160,1.91
2012,Minnesota,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,750,000",3995000,628235000,157,2.28
2012,Mississippi,YEAR,HAY,ALL PRODUCTION PRACTICES,"750,000",1950000,138450000,71,2.6
2012,Missouri,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,660,000",5254000,534026000,101,1.44
2012,Montana,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,200,000",4120000,551040000,133,1.87
2012,Nebraska,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,570,000",4072000,750336000,184,1.58
2012,Nevada,YEAR,HAY,ALL PRODUCTION PRACTICES,"415,000",1336000,267096000,199,3.22
2012,New Hampshire,YEAR,HAY,ALL PRODUCTION PRACTICES,"52,000",99000,20963000,211,1.9
2012,New Jersey,YEAR,HAY,ALL PRODUCTION PRACTICES,"105,000",260000,41912000,161,2.48
2012,New Mexico,YEAR,HAY,ALL PRODUCTION PRACTICES,"285,000",1355000,329795000,243,4.75
2012,New York,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,560,000",2627000,385945000,146,1.68
2012,North Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"662,000",1660000,155206000,93,2.51
2012,North Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,190,000",3156000,322950000,102,1.44
2012,Ohio,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,100,000",2330000,423720000,181,2.12
2012,Oklahoma,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,190,000",4375000,549475000,125,1.37
2012,Oregon,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,000,000",3074000,638108000,207,3.07
2012,Pennsylvania,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,420,000",2978000,496904000,166,2.1
2012,Rhode Island,YEAR,HAY,ALL PRODUCTION PRACTICES,"8,000",15000,3384000,225,1.88
2012,South Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"250,000",550000,55000000,100,2.2
2012,South Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,100,000",4090000,760310000,185,1.32
2012,Tennessee,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,765,000",3551000,313680000,88,2.01
2012,Texas,YEAR,HAY,ALL PRODUCTION PRACTICES,"5,100,000",9490000,1013590000,106,1.86
2012,Utah,YEAR,HAY,ALL PRODUCTION PRACTICES,"660,000",2386000,447394000,187,3.62
2012,Vermont,YEAR,HAY,ALL PRODUCTION PRACTICES,"185,000",323000,53684000,166,1.75
2012,Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,305,000",3033000,481740000,158,2.32
2012,Washington,YEAR,HAY,ALL PRODUCTION PRACTICES,"780,000",2986000,681650000,228,3.83
2012,West Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"630,000",1028000,108196000,105,1.63
2012,Wisconsin,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,450,000",3015000,441570000,146,2.08
2012,Wyoming,YEAR,HAY,ALL PRODUCTION PRACTICES,"875,000",1890000,378490000,200,2.16
2011,Alabama,YEAR,HAY,ALL PRODUCTION PRACTICES,"800,000",1920000,155520000,81,2.4
2011,Alaska,YEAR,HAY,ALL PRODUCTION PRACTICES,"19,000",22000,6600000,300,1.16
2011,Arizona,YEAR,HAY,ALL PRODUCTION PRACTICES,"285,000",2215000,490955000,221,7.77
2011,Arkansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,400,000",2247000,228879000,101,1.61
2011,California,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,410,000",7980000,1783200000,223,5.66
2011,Colorado,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,620,000",4110000,799950000,194,2.54
2011,Connecticut,YEAR,HAY,ALL PRODUCTION PRACTICES,"60,000",121000,25587000,211,2.02
2011,Delaware,YEAR,HAY,ALL PRODUCTION PRACTICES,"15,000",38000,9335000,245,2.53
2011,Florida,YEAR,HAY,ALL PRODUCTION PRACTICES,"260,000",624000,102336000,164,2.4
2011,Georgia,YEAR,HAY,ALL PRODUCTION PRACTICES,"590,000",1298000,84370000,65,2.2
2011,Idaho,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,350,000",5070000,1064260000,209,3.76
2011,Illinois,YEAR,HAY,ALL PRODUCTION PRACTICES,"540,000",1576000,223192000,141,2.92
2011,Indiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"670,000",1903000,287997000,151,2.84
2011,Iowa,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,140,000",3460000,457720000,132,3.04
2011,Kansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,400,000",4400000,622800000,141,1.83
2011,Kentucky,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,310,000",5334000,509838000,95,2.31
2011,Louisiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"430,000",903000,140868000,156,2.1
2011,Maine,YEAR,HAY,ALL PRODUCTION PRACTICES,"132,000",258000,43450000,168,1.95
2011,Maryland,YEAR,HAY,ALL PRODUCTION PRACTICES,"220,000",584000,141020000,241,2.65
2011,Massachusetts,YEAR,HAY,ALL PRODUCTION PRACTICES,"74,000",136000,27960000,205,1.84
2011,Michigan,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,000,000",2750000,314900000,114,2.75
2011,Minnesota,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,830,000",5530000,666870000,120,3.02
2011,Mississippi,YEAR,HAY,ALL PRODUCTION PRACTICES,"720,000",1728000,124416000,72,2.4
2011,Missouri,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,750,000",6250000,551550000,88,1.67
2011,Montana,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,700,000",5590000,543060000,97,2.07
2011,Nebraska,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,480,000",5624000,634291000,112,2.27
2011,Nevada,YEAR,HAY,ALL PRODUCTION PRACTICES,"450,000",1440000,294040000,204,3.2
2011,New Hampshire,YEAR,HAY,ALL PRODUCTION PRACTICES,"53,000",105000,19432000,185,1.98
2011,New Jersey,YEAR,HAY,ALL PRODUCTION PRACTICES,"105,000",226000,34106000,150,2.15
2011,New Mexico,YEAR,HAY,ALL PRODUCTION PRACTICES,"280,000",1239000,318192000,256,4.43
2011,New York,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,340,000",2721000,308184000,113,2.03
2011,North Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"775,000",1707000,180080000,105,2.2
2011,North Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,480,000",5224000,348151000,66,2.11
2011,Ohio,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,120,000",2772000,375556000,135,2.48
2011,Oklahoma,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,500,000",2330000,277640000,119,0.93
2011,Oregon,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,030,000",3312000,732960000,221,3.22
2011,Pennsylvania,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,450,000",3499000,531965000,152,2.41
2011,Rhode Island,YEAR,HAY,ALL PRODUCTION PRACTICES,"9,000",18000,3716000,206,2
2011,South Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"300,000",630000,63000000,100,2.1
2011,South Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,550,000",8625000,1015575000,117,2.43
2011,Tennessee,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,880,000",3976000,368956000,92,2.11
2011,Texas,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,700,000",4440000,685920000,154,1.2
2011,Utah,YEAR,HAY,ALL PRODUCTION PRACTICES,"760,000",2774000,500122000,180,3.65
2011,Vermont,YEAR,HAY,ALL PRODUCTION PRACTICES,"175,000",318000,51945000,163,1.82
2011,Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,370,000",3104000,499136000,160,2.27
2011,Washington,YEAR,HAY,ALL PRODUCTION PRACTICES,"780,000",3376000,713568000,211,4.33
2011,West Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"640,000",1306000,133268000,102,2.04
2011,Wisconsin,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,600,000",4075000,443630000,108,2.55
2011,Wyoming,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,120,000",2350000,317700000,135,2.1
2010,Alabama,YEAR,HAY,ALL PRODUCTION PRACTICES,"780,000",1872000,159120000,85,2.4
2010,Alaska,YEAR,HAY,ALL PRODUCTION PRACTICES,"20,000",24000,7320000,305,1.2
2010,Arizona,YEAR,HAY,ALL PRODUCTION PRACTICES,"320,000",2476000,318504000,128,7.74
2010,Arkansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,480,000",2681000,216440000,80,1.81
2010,California,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,480,000",8304000,1033152000,124,5.61
2010,Colorado,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,600,000",4040000,497230000,123,2.53
2010,Connecticut,YEAR,HAY,ALL PRODUCTION PRACTICES,"59,000",102000,19572000,191,1.73
2010,Delaware,YEAR,HAY,ALL PRODUCTION PRACTICES,"15,000",46000,8148000,177,3.07
2010,Florida,YEAR,HAY,ALL PRODUCTION PRACTICES,"320,000",768000,108288000,141,2.4
2010,Georgia,YEAR,HAY,ALL PRODUCTION PRACTICES,"650,000",1625000,123500000,76,2.5
2010,Idaho,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,470,000",5460000,669858000,122,3.71
2010,Illinois,YEAR,HAY,ALL PRODUCTION PRACTICES,"600,000",1916000,228708000,119,3.19
2010,Indiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"670,000",1894000,218089000,115,2.83
2010,Iowa,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,200,000",3760000,407744000,108,3.13
2010,Kansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,550,000",5700000,511670000,89,2.24
2010,Kentucky,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,530,000",5704000,467728000,82,2.25
2010,Louisiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"450,000",1260000,119700000,95,2.8
2010,Maine,YEAR,HAY,ALL PRODUCTION PRACTICES,"137,000",221000,32175000,145,1.61
2010,Maryland,YEAR,HAY,ALL PRODUCTION PRACTICES,"215,000",488000,85112000,174,2.27
2010,Massachusetts,YEAR,HAY,ALL PRODUCTION PRACTICES,"77,000",136000,25823000,189,1.77
2010,Michigan,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,000,000",2730000,277830000,101,2.73
2010,Minnesota,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,900,000",5400000,540720000,100,2.84
2010,Mississippi,YEAR,HAY,ALL PRODUCTION PRACTICES,"700,000",1610000,111090000,69,2.3
2010,Missouri,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,840,000",7512000,507960000,67,1.96
2010,Montana,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,850,000",6105000,488775000,80,2.14
2010,Nebraska,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,690,000",6349000,460122000,72,2.36
2010,Nevada,YEAR,HAY,ALL PRODUCTION PRACTICES,"470,000",1546000,191376000,123,3.29
2010,New Hampshire,YEAR,HAY,ALL PRODUCTION PRACTICES,"56,000",89000,15883000,178,1.59
2010,New Jersey,YEAR,HAY,ALL PRODUCTION PRACTICES,"105,000",203000,24882000,122,1.93
2010,New Mexico,YEAR,HAY,ALL PRODUCTION PRACTICES,"310,000",1333000,209132000,156,4.3
2010,New York,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,380,000",2418000,272868000,112,1.75
2010,North Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"865,000",1822000,155990000,85,2.11
2010,North Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,550,000",5321000,295120000,55,2.09
2010,Ohio,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,110,000",2871000,327888000,114,2.59
2010,Oklahoma,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,210,000",5953000,507017000,85,1.85
2010,Oregon,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,045,000",3108000,487368000,156,2.97
2010,Pennsylvania,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,500,000",3400000,428400000,126,2.27
2010,Rhode Island,YEAR,HAY,ALL PRODUCTION PRACTICES,"8,000",16000,2936000,183,2
2010,South Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"360,000",720000,72000000,100,2
2010,South Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,600,000",7335000,568035000,77,2.04
2010,Tennessee,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,965,000",4146000,328539000,79,2.11
2010,Texas,YEAR,HAY,ALL PRODUCTION PRACTICES,"5,220,000",10800000,1242000000,115,2.07
2010,Utah,YEAR,HAY,ALL PRODUCTION PRACTICES,"700,000",2512000,263456000,104,3.59
2010,Vermont,YEAR,HAY,ALL PRODUCTION PRACTICES,"195,000",323000,47000000,145,1.66
2010,Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,330,000",2184000,299280000,137,1.64
2010,Washington,YEAR,HAY,ALL PRODUCTION PRACTICES,"840,000",3420000,508680000,148,4.07
2010,West Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"620,000",952000,90860000,95,1.54
2010,Wisconsin,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,660,000",4526000,457832000,101,2.73
2010,Wyoming,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,190,000",2467000,222591000,90,2.07
2009,Alabama,YEAR,HAY,ALL PRODUCTION PRACTICES,"800,000",1920000,142080000,74,2.4
2009,Alaska,YEAR,HAY,ALL PRODUCTION PRACTICES,"20,000",23000,7130000,310,1.15
2009,Arizona,YEAR,HAY,ALL PRODUCTION PRACTICES,"310,000",2530000,306430000,121,8.16
2009,Arkansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,415,000",3131000,233785000,74,2.21
2009,California,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,540,000",8890000,926660000,104,5.77
2009,Colorado,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,600,000",4778000,624937000,130,2.99
2009,Connecticut,YEAR,HAY,ALL PRODUCTION PRACTICES,"62,000",130000,23942000,184,2.1
2009,Delaware,YEAR,HAY,ALL PRODUCTION PRACTICES,"17,000",51000,7413000,145,3
2009,Florida,YEAR,HAY,ALL PRODUCTION PRACTICES,"300,000",810000,113400000,140,2.7
2009,Georgia,YEAR,HAY,ALL PRODUCTION PRACTICES,"700,000",1610000,130410000,81,2.3
2009,Idaho,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,510,000",5528000,600636000,108,3.66
2009,Illinois,YEAR,HAY,ALL PRODUCTION PRACTICES,"610,000",2001000,226500000,113,3.28
2009,Indiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"620,000",1720000,213120000,123,2.77
2009,Iowa,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,220,000",4002000,442704000,110,3.28
2009,Kansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,550,000",7225000,658920000,91,2.83
2009,Kentucky,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,520,000",6290000,568910000,90,2.5
2009,Louisiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"380,000",1064000,108528000,102,2.8
2009,Maine,YEAR,HAY,ALL PRODUCTION PRACTICES,"149,000",253000,34787000,137,1.7
2009,Maryland,YEAR,HAY,ALL PRODUCTION PRACTICES,"210,000",571000,82733000,144,2.72
2009,Massachusetts,YEAR,HAY,ALL PRODUCTION PRACTICES,"81,000",147000,26520000,180,1.81
2009,Michigan,YEAR,HAY,ALL PRODUCTION PRACTICES,"990,000",2482000,301120000,121,2.51
2009,Minnesota,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,050,000",5250000,553650000,105,2.56
2009,Mississippi,YEAR,HAY,ALL PRODUCTION PRACTICES,"700,000",1960000,125440000,64,2.8
2009,Missouri,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,880,000",8040000,472200000,58,2.07
2009,Montana,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,500,000",4770000,457920000,96,1.91
2009,Nebraska,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,700,000",6235000,450565000,72,2.31
2009,Nevada,YEAR,HAY,ALL PRODUCTION PRACTICES,"490,000",1736000,191212000,110,3.54
2009,New Hampshire,YEAR,HAY,ALL PRODUCTION PRACTICES,"57,000",89000,15750000,176,1.56
2009,New Jersey,YEAR,HAY,ALL PRODUCTION PRACTICES,"110,000",232000,28246000,121,2.11
2009,New Mexico,YEAR,HAY,ALL PRODUCTION PRACTICES,"320,000",1384000,208656000,150,4.33
2009,New York,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,360,000",2472000,298485000,120,1.82
2009,North Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"847,000",1957000,171959000,87,2.31
2009,North Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,960,000",5240000,325913000,62,1.77
2009,Ohio,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,040,000",2876000,341820000,118,2.77
2009,Oklahoma,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,220,000",5278000,456808000,86,1.64
2009,Oregon,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,030,000",3249000,464481000,142,3.15
2009,Pennsylvania,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,550,000",3655000,495270000,135,2.36
2009,Rhode Island,YEAR,HAY,ALL PRODUCTION PRACTICES,"7,000",14000,2568000,183,2
2009,South Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"350,000",840000,88200000,105,2.4
2009,South Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,800,000",7830000,617100000,78,2.06
2009,Tennessee,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,915,000",4236000,327592000,77,2.21
2009,Texas,YEAR,HAY,ALL PRODUCTION PRACTICES,"4,620,000",8250000,937200000,113,1.79
2009,Utah,YEAR,HAY,ALL PRODUCTION PRACTICES,"690,000",2562000,258636000,100,3.71
2009,Vermont,YEAR,HAY,ALL PRODUCTION PRACTICES,"190,000",322000,43702000,135,1.69
2009,Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,180,000",2668000,346936000,130,2.26
2009,Washington,YEAR,HAY,ALL PRODUCTION PRACTICES,"810,000",3297000,452410000,137,4.07
2009,West Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"625,000",1158000,107052000,92,1.85
2009,Wisconsin,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,920,000",4430000,455150000,102,2.31
2009,Wyoming,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,270,000",2537000,247103000,97,2
2008,Alabama,YEAR,HAY,ALL PRODUCTION PRACTICES,"900,000",1980000,194040000,98,2.2
2008,Alaska,YEAR,HAY,ALL PRODUCTION PRACTICES,"18,000",20000,6300000,315,1.11
2008,Arizona,YEAR,HAY,ALL PRODUCTION PRACTICES,"295,000",2383000,438356000,183,8.08
2008,Arkansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,405,000",3111000,273996000,88,2.21
2008,California,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,610,000",9414000,1797032000,190,5.85
2008,Colorado,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,570,000",3981000,612084000,153,2.54
2008,Connecticut,YEAR,HAY,ALL PRODUCTION PRACTICES,"55,000",120000,27103000,225,2.18
2008,Delaware,YEAR,HAY,ALL PRODUCTION PRACTICES,"18,000",46000,7600000,165,2.56
2008,Florida,YEAR,HAY,ALL PRODUCTION PRACTICES,"300,000",900000,122400000,136,3
2008,Georgia,YEAR,HAY,ALL PRODUCTION PRACTICES,"720,000",1584000,145728000,92,2.2
2008,Idaho,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,410,000",5588000,1091772000,195,3.96
2008,Illinois,YEAR,HAY,ALL PRODUCTION PRACTICES,"620,000",1878000,256059000,136,3.03
2008,Indiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"590,000",1867000,268169000,143,3.16
2008,Iowa,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,550,000",5330000,678270000,127,3.44
2008,Kansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,750,000",6765000,699460000,103,2.46
2008,Kentucky,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,640,000",5160000,543360000,105,1.95
2008,Louisiana,YEAR,HAY,ALL PRODUCTION PRACTICES,"430,000",1075000,93525000,87,2.5
2008,Maine,YEAR,HAY,ALL PRODUCTION PRACTICES,"138,000",217000,38685000,178,1.57
2008,Maryland,YEAR,HAY,ALL PRODUCTION PRACTICES,"205,000",626000,102488000,163,3.05
2008,Massachusetts,YEAR,HAY,ALL PRODUCTION PRACTICES,"73,000",154000,33909000,220,2.11
2008,Michigan,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,020,000",2633000,401948000,152,2.58
2008,Minnesota,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,950,000",5265000,649890000,123,2.7
2008,Mississippi,YEAR,HAY,ALL PRODUCTION PRACTICES,"720,000",1944000,128304000,66,2.7
2008,Missouri,YEAR,HAY,ALL PRODUCTION PRACTICES,"4,200,000",8820000,834820000,94,2.1
2008,Montana,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,400,000",4080000,471120000,115,1.7
2008,Nebraska,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,570,000",6232000,537344000,86,2.42
2008,Nevada,YEAR,HAY,ALL PRODUCTION PRACTICES,"455,000",1629000,301590000,185,3.58
2008,New Hampshire,YEAR,HAY,ALL PRODUCTION PRACTICES,"53,000",105000,22435000,213,1.98
2008,New Jersey,YEAR,HAY,ALL PRODUCTION PRACTICES,"115,000",239000,34643000,144,2.08
2008,New Mexico,YEAR,HAY,ALL PRODUCTION PRACTICES,"340,000",1516000,280480000,185,4.46
2008,New York,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,320,000",2691000,367398000,136,2.04
2008,North Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"808,000",1622000,162910000,100,2.01
2008,North Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,220,000",4118000,306974000,74,1.28
2008,Ohio,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,140,000",2802000,406260000,144,2.46
2008,Oklahoma,YEAR,HAY,ALL PRODUCTION PRACTICES,"2,910,000",5536000,503320000,90,1.9
2008,Oregon,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,025,000",2951000,581756000,197,2.88
2008,Pennsylvania,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,750,000",3810000,676620000,177,2.18
2008,Rhode Island,YEAR,HAY,ALL PRODUCTION PRACTICES,"7,000",14000,3145000,224,2
2008,South Carolina,YEAR,HAY,ALL PRODUCTION PRACTICES,"330,000",627000,72105000,115,1.9
2008,South Dakota,YEAR,HAY,ALL PRODUCTION PRACTICES,"3,850,000",7840000,716400000,91,2.04
2008,Tennessee,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,870,000",3945000,397635000,100,2.11
2008,Texas,YEAR,HAY,ALL PRODUCTION PRACTICES,"4,430,000",9211000,1006824000,109,2.08
2008,Utah,YEAR,HAY,ALL PRODUCTION PRACTICES,"695,000",2629000,436403000,165,3.78
2008,Vermont,YEAR,HAY,ALL PRODUCTION PRACTICES,"180,000",306000,52122000,170,1.7
2008,Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,270,000",2748000,400476000,145,2.16
2008,Washington,YEAR,HAY,ALL PRODUCTION PRACTICES,"710,000",2614000,581302000,222,3.68
2008,West Virginia,YEAR,HAY,ALL PRODUCTION PRACTICES,"605,000",1117000,109743000,98,1.85
2008,Wisconsin,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,900,000",4810000,517690000,107,2.53
2008,Wyoming,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,030,000",2237000,253055000,113,2.17
2007,Alabama,YEAR,HAY,ALL PRODUCTION PRACTICES,"840,000",1512000,146664000,97,1.8
2007,Alaska,YEAR,HAY,ALL PRODUCTION PRACTICES,"23,000",31000,8370000,270,1.35
2007,Arizona,YEAR,HAY,ALL PRODUCTION PRACTICES,"295,000",2192000,328864000,150,7.43
2007,Arkansas,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,465,000",3084000,281616000,91,2.11
2007,California,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,570,000",9042000,1405800000,155,5.76
2007,Colorado,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,570,000",4459000,606976000,136,2.84
2007,Connecticut,YEAR,HAY,ALL PRODUCTION PRACTICES,"61,000",119000,22501000,189,1.95
2007,Delaware,YEAR,HAY,ALL PRODUCTION PRACTICES,"15,000",31000,6642000,214,2.07
2007,Florida,YEAR,HAY,ALL PRODUCTION PRACTICES,"320,000",960000,111360000,116,3
2007,Georgia,YEAR,HAY,ALL PRODUCTION PRACTICES,"670,000",1273000,101840000,80,1.9
2007,Idaho,YEAR,HAY,ALL PRODUCTION PRACTICES,"1,450,000",5345000,752995000,140,3.69
2007,Illinois,YEAR,HAY,ALL PRODUCTION PRACTICES,"680,000",1916000,245152000,127,2.82
